rank,song,artist,year,nationality,country
66,"""Mama Didn't Lie""",Jan Bradley,1963, USA,US
67,The Night Has a Thousand Eyes,Bobby Vee,1963, U.S.,US
68,Don't Say Nothin' Bad (About My Baby),The Cookies,1963, United States,US
69,Ring of Fire,Johnny Cash,1963, U.S.,US
70,Just One Look,Doris Troy,1963, U.S.,US
71,"Hello Muddah, Hello Fadduh (A Letter from Camp)",Allan Sherman,1963, United States,US
72,Judy's Turn to Cry,Lesley Gore,1963, US,US
73,"Tie Me Kangaroo Down, Sport",Rolf Harris,1963, Western Australia,Australia
74,Fools Rush In,Rick Nelson,1963, U.S.,US
75,Washington Square,The Village Stompers,1963, U.S.,US
76,Donna the Prima Donna,Dion,1963, U.S.,US
77,"That Sunday, That Summer",Nat King Cole,1963, U.S.,US
78,Another Saturday Night,Sam Cooke,1963, U.S.,US
79,"""Painted, Tainted Rose""",Al Martino,1963, United States,US
80,Go Away Little Girl,Steve Lawrence,1963, U.S.,US
81,Take These Chains from My Heart,Ray Charles,1963, U.S.[1],US
82,Talk to Me,Sunny &amp; the Sunglows,1963, U.S.,US
83,Come and Get These Memories,Martha and the Vandellas,1963, United States,US
84,"""Do the Bird""",Dee Dee Sharp,1963, Pennsylvania,US
85,It's All Right,The Impressions,1963, United States,US
86,Shut Down,The Beach Boys,1963, U.S.,US
87,One Fine Day,The Chiffons,1963, United States,US
88,Little Town Flirt,Del Shannon,1963, United States,US
89,Fly Me to the Moon,Joe Harnell,1963, New York,US
90,The Reverend Mr. Black,The Kingston Trio,1963, California,US
91,"""Hot Pastrami""",The Dartells,1963, U.S.,US
92,Martian Hop,The Ran-Dells,1963, U.S.,US
93,Wonderful! Wonderful!,The Tymes,1963, United States,US
94,Abilene,George Hamilton IV,1963, North Carolina,US
95,Part Time Love,Little Johnny Taylor,1963, U.S.,US
96,Maria Elena,Los Indios Tabajaras,1963, Brazil,Brazil
97,Detroit City,Bobby Bare,1963, U.S.,US
98,"""Twenty Miles""",Chubby Checker,1963, U.S.,US
99,"""Green, Green""",The New Christy Minstrels,1963,United States,US
100,Hey Girl,Freddie Scott,1963, United States,US
1,I Want to Hold Your Hand,The Beatles,1964, England,UK
2,She Loves You,The Beatles,1964, England,UK
3,"Hello, Dolly!",Louis Armstrong,1964, U.S.,US
4,"Oh, Pretty Woman",Roy Orbison,1964, U.S.,US
5,I Get Around,The Beach Boys,1964, U.S.,US
6,Everybody Loves Somebody,Dean Martin,1964, U.S.,US
7,My Guy,Mary Wells,1964, U.S.,US
8,We'll Sing in the Sunshine,Gale Garnett,1964, New Zealand,New Zealand
9,Last Kiss,J. Frank Wilson &amp; the Cavaliers,1964, U.S.,US
10,Where Did Our Love Go,The Supremes,1964, U.S.,US
11,People,Barbra Streisand,1964, U.S.,US
12,Java,Al Hirt,1964, U.S.,US
13,A Hard Day's Night,The Beatles,1964, England,UK
14,Love Me Do,The Beatles,1964, England,UK
15,Do Wah Diddy Diddy,Manfred Mann,1964, England,UK
16,Please Please Me,The Beatles,1964, England,UK
17,Dancing in the Street,Martha and the Vandellas,1964, United States,US
18,Little Children,Billy J. Kramer,1964, England,UK
19,Love Me with All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,1964, U.S.,US
20,Under the Boardwalk,The Drifters,1964, U.S.,US
21,Chapel of Love,The Dixie Cups,1964, United States,US
22,Suspicion,Terry Stafford,1964, Oklahoma,US
23,Glad All Over,The Dave Clark Five,1964, England,UK
24,Rag Doll,The Four Seasons,1964, United States,US
25,Dawn (Go Away),The Four Seasons,1964, United States,US
26,Bread and Butter,The Newbeats,1964, United States,US
27,It Hurts to Be in Love,Gene Pitney,1964, U.S.,US
28,Dead Man's Curve,Jan and Dean,1964, United States,US
29,Come a Little Bit Closer,Jay and the Americans,1964, United States,US
30,A World Without Love,Peter and Gordon,1964, Britain,UK
31,Have I the Right?,The Honeycombs,1964, England,UK
32,Don't Let the Rain Come Down (Crooked Little Man),The Serendipity Singers,1964, U.S.,US
33,Baby Love,The Supremes,1964, U.S.,US
34,Let It Be Me,Betty Everett,1964, Mississippi,US
35,Wishin' and Hopin',Dusty Springfield,1964, England,UK
36,You Don't Own Me,Lesley Gore,1964, US,US
37,Walk On By,Dionne Warwick,1964, U.S.,US
38,The House of the Rising Sun,The Animals,1964, England,UK
39,G.T.O.,Ronny &amp; the Daytonas,1964, United States,US
40,Twist and Shout,The Beatles,1964, England,UK
41,Memphis,Johnny Rivers,1964, United States,US
42,"""White On White""",Danny Williams,1964, Britain,UK
43,Hey Little Cobra,The Rip Chords,1964, United States,US
44,The Shoop Shoop Song (It's in His Kiss),Betty Everett,1964, Mississippi,US
45,Bits and Pieces,The Dave Clark Five,1964, England,UK
46,My Boy Lollipop,Millie Small,1964, Jamaica,Jamaica
47,"Um, Um, Um, Um, Um, Um",Major Lance,1964, U.S.[1],US
48,The Little Old Lady from Pasadena,Jan and Dean,1964, United States,US
49,Don't Let the Sun Catch You Crying,Gerry and the Pacemakers,1964, England,UK
50,A Summer Song,Chad &amp; Jeremy,1964,England,UK
51,The Girl from Ipanema,Stan Getz,1964, U.S.,US
52,Can't Buy Me Love,The Beatles,1964, England,UK
53,Remember (Walking in the Sand),The Shangri-Las,1964, United States,US
54,"""C'mon and Swim""",Bobby Freeman,1964, U.S.,US
55,Do You Want to Know a Secret,The Beatles,1964, England,UK
56,Keep On Pushing,The Impressions,1964, United States,US
57,Baby I Need Your Loving,The Four Tops,1964, U.S.,US
58,Navy Blue,Diane Renay,1964, U.S.,US
59,Diane,The Bachelors,1964, Ireland,Ireland
60,Out of Limits,The Marketts,1964, U.S.,US
61,Little Honda,The Hondells,1964, United States,US
62,Chug-a-Lug,Roger Miller,1964, Oklahoma,US
63,See the Funny Little Clown,Bobby Goldsboro,1964, United States[1],US
64,Because,The Dave Clark Five,1964, England,UK
65,(Just Like) Romeo and Juliet,The Reflections,1964, U.S.,US
66,For You,Rick Nelson,1964, U.S.,US
67,"""Today""",The New Christy Minstrels,1964,United States,US
68,Can't You See That She's Mine,The Dave Clark Five,1964, England,UK
69,Leader of the Pack,The Shangri-Las,1964, United States,US
70,Funny How Time Slips Away,Joe Hinton,1964, U.S.,US
71,The Way You Do the Things You Do,The Temptations,1964, United States,US
72,Anyone Who Had a Heart,Dionne Warwick,1964, U.S.,US
73,"""I Love You More and More Every Day""",Al Martino,1964, United States,US
74,It's Over,Roy Orbison,1964, U.S.,US
75,Ronnie,The Four Seasons,1964, United States,US
76,Surfin' Bird,The Trashmen,1964, US,US
77,What Kind of Fool (Do You Think I Am),The Tams,1964, United States,US
78,The Door Is Still Open to My Heart,Dean Martin,1964, U.S.,US
79,You Really Got Me,The Kinks,1964, England,UK
80,"""The Shelter of Your Arms""",Sammy Davis Jr.,1964, U.S.,US
81,"""I'm So Proud""",The Impressions,1964, United States,US
82,"""I Wanna Love Him So Bad""",The Jelly Beans,1964, U.S.,US
83,Dang Me,Roger Miller,1964, Oklahoma,US
84,Cotton Candy,Al Hirt,1964, U.S.,US
85,(You Don't Know) How Glad I Am,Nancy Wilson,1964, U.S.,US
86,Money (That's What I Want),The Kingsmen,1964, United States,US
87,Don't Throw Your Love Away,The Searchers,1964, England,UK
88,Hi-Heel Sneakers,Tommy Tucker,1964, United States,US
89,How Do You Do It?,Gerry and the Pacemakers,1964, England,UK
90,"Walk, Don't Run '64",The Ventures,1964, United States,US
91,Do You Love Me,The Dave Clark Five,1964, England,UK
92,Shangri-La,Robert Maxwell,1964, U.S.,US
93,"""Haunted House""",Jumpin' Gene Simmons,1964, United States,US
94,"""Steal Away""",Jimmy Hughes,1964, United States,US
95,I Saw Her Standing There,The Beatles,1964, England,UK
96,A Fool Never Learns,Andy Williams,1964, U.S.,US
97,Bad to Me,Billy J. Kramer,1964, England,UK
98,There! I've Said It Again,Bobby Vinton,1964, U.S.,US
99,Louie Louie,The Kingsmen,1964, United States,US
100,Needles and Pins,The Searchers,1964, England,UK
1,Wooly Bully,Sam the Sham and the Pharaohs,1965, U.S.,US
2,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1965, U.S.,US
3,(I Can't Get No) Satisfaction,The Rolling Stones,1965, England,UK
4,You Were on My Mind,We Five,1965, United States,US
5,You've Lost That Lovin' Feelin',The Righteous Brothers,1965, United States,US
6,Downtown,Petula Clark,1965, England,UK
7,Help!,The Beatles,1965, England,UK
8,Can't You Hear My Heartbeat,Herman's Hermits,1965, England,UK
9,Crying in the Chapel,Elvis Presley,1965, U.S.,US
10,My Girl,The Temptations,1965, United States,US
11,"Help Me, Rhonda",The Beach Boys,1965, U.S.,US
12,King of the Road,Roger Miller,1965, Oklahoma,US
13,The Birds and the Bees,Jewel Akens,1965, United States,US
14,"Hold Me, Thrill Me, Kiss Me",Mel Carter,1965, United States,US
15,Shotgun,Junior Walker &amp; the All Stars,1965, U.S.,US
16,I Got You Babe,Sonny &amp; Cher,1965,United States,US
17,This Diamond Ring,Gary Lewis &amp; the Playboys,1965, U.S.,US
18,The 'In' Crowd,Ramsey Lewis Trio,1965, U.S.,US
19,"Mrs. Brown, You've Got a Lovely Daughter",Herman's Hermits,1965, England,UK
20,Stop! In the Name of Love,The Supremes,1965, U.S.,US
21,Unchained Melody,The Righteous Brothers,1965, United States,US
22,Silhouettes,Herman's Hermits,1965, England,UK
23,I'll Never Find Another You,The Seekers,1965, Australia,Australia
24,Cara Mia,Jay and the Americans,1965, United States,US
25,Mr. Tambourine Man,The Byrds,1965, United States,US
26,Cast Your Fate to the Wind,Sounds Orchestral,1965, Britain,UK
27,"Yes, I'm Ready",Barbara Mason,1965, U.S.,US
28,What's New Pussycat?,Tom Jones,1965, Wales,UK
29,Eve of Destruction,Barry McGuire,1965, United States,US
30,Hang On Sloopy,The McCoys,1965, United States,US
31,Ticket to Ride,The Beatles,1965, England,UK
32,Red Roses for a Blue Lady,Bert Kaempfert,1965, Germany,Germany
33,Papa's Got a Brand New Bag,James Brown,1965, U.S.,US
34,Game of Love,Wayne Fontana,1965, England,UK
35,The Name Game,Shirley Ellis,1965, U.S.,US
36,I Know a Place,Petula Clark,1965, England,UK
37,Back in My Arms Again,The Supremes,1965, U.S.,US
38,Baby I'm Yours,Barbara Lewis,1965, United States,US
39,"""The Jolly Green Giant""",The Kingsmen,1965, United States,US
40,"Hush, Hush, Sweet Charlotte",Patti Page,1965, United States,US
41,Like a Rolling Stone,Bob Dylan,1965, U.S.,US
42,I'm Telling You Now,Freddie and the Dreamers,1965, England,UK
43,Ferry Cross the Mersey,Gerry and the Pacemakers,1965, England,UK
44,Just Once in My Life,The Righteous Brothers,1965, United States,US
45,The Seventh Son,Johnny Rivers,1965, United States,US
46,"I'm Henry the Eighth, I Am",Herman's Hermits,1965, England,UK
47,A Walk in the Black Forest,Horst Jankowski,1965, Germany,Germany
48,For Your Love,The Yardbirds,1965, England,UK
49,California Girls,The Beach Boys,1965, U.S.,US
50,Go Now,The Moody Blues,1965, England,UK
51,Goldfinger,Shirley Bassey,1965, Wales,UK
52,Down in the Boondocks,Billy Joe Royal,1965, U.S.,US
53,Baby the Rain Must Fall,Glenn Yarbrough,1965, U.S.,US
54,Catch Us If You Can,The Dave Clark Five,1965, England,UK
55,Eight Days a Week,The Beatles,1965, England,UK
56,Just a Little,The Beau Brummels,1965, United States,US
57,You Turn Me On,Ian Whitcomb,1965, England,UK
58,I'll Be Doggone,Marvin Gaye,1965, U.S.,US
59,Save Your Heart for Me,Gary Lewis &amp; the Playboys,1965, U.S.,US
60,Tired of Waiting for You,The Kinks,1965, England,UK
61,Count Me In,Gary Lewis &amp; the Playboys,1965, U.S.,US
62,All Day and All of the Night,The Kinks,1965, England,UK
63,What the World Needs Now Is Love,Jackie DeShannon,1965, U.S.,US
64,It's Not Unusual,Tom Jones,1965, Wales,UK
65,She's About a Mover,Sir Douglas Quintet,1965, U.S.,US
66,Shake,Sam Cooke,1965, U.S.,US
67,Wonderful World,Herman's Hermits,1965, England,UK
68,Nowhere to Run,Martha and the Vandellas,1965, United States,US
69,Heart Full of Soul,The Yardbirds,1965, England,UK
70,Love Potion No. 9,The Searchers,1965, England,UK
71,"""Laurie (Strange Things Happen)""",Dickey Lee,1965, Tennessee,US
72,Baby Don't Go,Sonny &amp; Cher,1965,United States,US
73,It Ain't Me Babe,The Turtles,1965, United States,US
74,Tell Her No,The Zombies,1965, United Kingdom,UK
75,I Go to Pieces,Peter and Gordon,1965, Britain,UK
76,Red Roses for a Blue Lady,Vic Dana,1965, New York,US
77,"""Don't Just Stand There""",Patty Duke,1965, U.S.,US
78,The Tracks of My Tears,The Miracles,1965, United States,US
79,Too Many Rivers,Brenda Lee,1965, US,US
80,I Like It Like That,The Dave Clark Five,1965, England,UK
81,Little Things,Bobby Goldsboro,1965, United States[1],US
82,True Love Ways,Peter and Gordon,1965, Britain,UK
83,It's the Same Old Song,Four Tops,1965, U.S.,US
84,You've Got Your Troubles,The Fortunes,1965, England,UK
85,Hold What You've Got,Joe Tex,1965, U.S.[3],US
86,We Gotta Get out of This Place,The Animals,1965, England,UK
87,"Laugh, Laugh",The Beau Brummels,1965, United States,US
88,The Last Time,The Rolling Stones,1965, England,UK
89,Do You Believe in Magic,The Lovin' Spoonful,1965, U.S.,US
90,All I Really Want to Do,Cher,1965, U.S.,US
91,Take Me Back,Little Anthony and the Imperials,1965, United States,US
92,I Want Candy,The Strangeloves,1965, United States,US
93,Ooo Baby Baby,The Miracles,1965, United States,US
94,Laugh at Me,Sonny,1965, U.S.,US
95,Treat Her Right,Roy Head,1965, United States,US
96,The Race Is On,Jack Jones,1965, U.S.[1],US
97,"""I'm a Fool""","Dino, Desi &amp; Billy",1965, U.S.,US
98,The Boy from New York City,The Ad Libs,1965, United States,US
99,Keep Searchin' (We'll Follow the Sun),Del Shannon,1965, United States,US
100,How Sweet It Is (To Be Loved by You),Marvin Gaye,1965, U.S.,US
1,California Dreamin',The Mamas &amp; the Papas,1966, U.S.[1],US
2,96 Tears,? and the Mysterians,1966, Michigan U.S.,US
3,What Becomes of the Brokenhearted,Jimmy Ruffin,1966, U.S.,US
4,Last Train to Clarksville,The Monkees,1966, U.S.,US
5,Reach Out I'll Be There,Four Tops,1966, U.S.,US
6,These Boots Are Made for Walkin',Nancy Sinatra,1966, U.S.,US
7,Cherish,The Association,1966, United States,US
8,Strangers in the Night,Frank Sinatra,1966, U.S.[1],US
9,Kicks,Paul Revere &amp; the Raiders,1966, U.S.,US
10,Ballad of the Green Berets,SSgt. Barry Sadler,1966, U.S.,US
11,Good Lovin',The Young Rascals,1966, United States,US
12,(You're My) Soul and Inspiration,The Righteous Brothers,1966, United States,US
13,You Can't Hurry Love,The Supremes,1966, U.S.,US
14,Sunny,Bobby Hebb,1966, U.S.,US
15,See You In September,The Happenings,1966, United States,US
16,Li'l Red Riding Hood,Sam the Sham and the Pharaohs,1966, U.S.,US
17,Lightnin' Strikes,Lou Christie,1966,United States[1],US
18,Poor Side of Town,Johnny Rivers,1966, United States,US
19,Working In The Coal Mine,Lee Dorsey,1966, United States,US
20,A Groovy Kind of Love,The Mindbenders,1966, England,UK
21,You Don't Have To Say You Love Me,Dusty Springfield,1966, England,UK
22,Sunshine Superman,Donovan,1966, Scotland,UK
23,"""Born a Woman""",Sandy Posey,1966, United States,US
24,"Monday, Monday",The Mamas &amp; the Papas,1966, U.S.[1],US
25,Red Rubber Ball,The Cyrkle,1966, United States,US
26,Born Free,Roger Williams,1966, U.S.,US
27,Walk Away RenÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e,The Left Banke,1966, U.S.,US
28,Cool Jerk,The Capitols,1966, United States,US
29,B-A-B-Y,Carla Thomas,1966, U.S.,US
30,Hanky Panky,Tommy James and the Shondells,1966, U.S.,US
31,When a Man Loves a Woman,Percy Sledge,1966, U.S.,US
32,Time Won't Let Me,The Outsiders,1966, United States,US
33,Bus Stop,The Hollies,1966, England,UK
34,"Paint It, Black",The Rolling Stones,1966, England,UK
35,Summer In The City,The Lovin' Spoonful,1966, U.S.,US
36,I'm So Lonesome I Could Cry,B. J. Thomas &amp; the Triumphs,1966, Texas,US
37,My Love,Petula Clark,1966, England,UK
38,Daydream,The Lovin' Spoonful,1966, U.S.,US
39,Ain't Too Proud to Beg,The Temptations,1966, United States,US
40,Wild Thing,The Troggs,1966, England,UK
41,Elusive Butterfly,Bob Lind,1966, United States,US
42,I Am a Rock,Simon &amp; Garfunkel,1966, U.S.,US
43,Dirty Water,The Standells,1966, United States,US
44,Hooray for Hazel,Tommy Roe,1966, United States,US
45,Crying Time,Ray Charles,1966, U.S.[1],US
46,Sweet Pea,Tommy Roe,1966, United States,US
47,Secret Agent Man,Johnny Rivers,1966, United States,US
48,Did You Ever Have to Make Up Your Mind?,The Lovin' Spoonful,1966, U.S.,US
49,We Can Work It Out,The Beatles,1966, England,UK
50,Homeward Bound,Simon &amp; Garfunkel,1966, U.S.,US
51,Uptight (Everything's Alright),Stevie Wonder,1966, U.S.,US
52,Bang Bang (My Baby Shot Me Down),Cher,1966, U.S.,US
53,Sloop John B,The Beach Boys,1966, U.S.,US
54,19th Nervous Breakdown,The Rolling Stones,1966, England,UK
55,Wipe Out,The Surfaris,1966, California,US
56,Psychotic Reaction,Count Five,1966, U.S.,US
57,Paperback Writer,The Beatles,1966, England,UK
58,Beauty Is Only Skin Deep,The Temptations,1966, United States,US
59,No Matter What Shape (Your Stomach's In),The T-Bones,1966, U.S.,US
60,Barefootin,Robert Parker,1966, U.S.,US
61,Just Like Me,Paul Revere &amp; the Raiders,1966, U.S.,US
62,Love Makes the World Go Round,Deon Jackson,1966, U.S.,US
63,The Pied Piper,Crispian St. Peters,1966, England,UK
64,Somewhere My Love,Ray Conniff Singers,1966, U.S.,US
65,Almost Persuaded,David Houston,1966, U.S.,US
66,If I Were a Carpenter,Bobby Darin,1966, U.S.,US
67,Don't Mess with Bill,The Marvelettes,1966, U.S.,US
68,"Cherry, Cherry",Neil Diamond,1966, U.S.,US
69,Message to Michael,Dionne Warwick,1966, U.S.,US
70,Love Is a Hurtin' Thing,Lou Rawls,1966, U.S.,US
71,Gloria,The Shadows of Knight,1966, United States,US
72,My World Is Empty Without You,The Supremes,1966, U.S.,US
73,Barbara Ann,The Beach Boys,1966, U.S.,US
74,Rainy Day Women #12 &amp; 35,Bob Dylan,1966, U.S.,US
75,Guantanamera,The Sandpipers,1966,California,US
76,I'm Your Puppet,James &amp; Bobby Purify,1966, U.S.,US
77,Land of 1000 Dances,Wilson Pickett,1966, United States,US
78,Oh How Happy,The Shades of Blue,1966, U.S.,US
79,Woman,Peter and Gordon,1966, Britain,UK
80,You Baby,The Turtles,1966, United States,US
81,Sweet Talkin' Guy,The Chiffons,1966, United States,US
82,Five O'Clock World,The Vogues,1966, United States,US
83,Black Is Black,Los Bravos,1966, Spain,Spain
84,Nowhere Man,The Beatles,1966, England,UK
85,Dandy,Herman's Hermits,1966, England,UK
86,Baby Scratch My Back,Slim Harpo,1966, United States,US
87,She's Just My Style,Gary Lewis &amp; The Playboys,1966, U.S.,US
88,The More I See You,Chris Montez,1966, USA,US
89,I Fought the Law,Bobby Fuller Four,1966, United States,US
90,Yellow Submarine,The Beatles,1966, England,UK
91,Hungry,Paul Revere &amp; the Raiders,1966, U.S.,US
92,Zorba the Greek,Herb Alpert and the Tijuana Brass,1966,Los Angeles,US
93,Shapes of Things,The Yardbirds,1966, England,UK
94,Along Comes Mary,The Association,1966, United States,US
95,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,1966, United States,US
96,Devil with a Blue Dress On,Mitch Ryder &amp; the Detroit Wheels,1966, United States,US
97,Wouldn't It Be Nice,The Beach Boys,1966, U.S.,US
98,This Old Heart of Mine,The Isley Brothers,1966, U.S.,US
99,Green Grass,Gary Lewis &amp; The Playboys,1966, U.S.,US
100,A Well Respected Man,The Kinks,1966, England,UK
1,To Sir With Love,Lulu,1967, Scotland,UK
2,The Letter,The Box Tops,1967, United States,US
3,Ode to Billie Joe,Bobbie Gentry,1967, United States,US
4,Windy,The Association,1967, United States,US
5,I'm a Believer,The Monkees,1967, U.S.,US
6,Light My Fire,The Doors,1967, United States,US
7,Somethin' Stupid,Frank,1967, U.S.[1],US
8,Happy Together,The Turtles,1967, United States,US
9,Groovin',The Young Rascals,1967, United States,US
10,Can't Take My Eyes off You,Frankie Valli,1967, U.S.,US
11,Little Bit O' Soul,The Music Explosion,1967,  United States,US
12,I Think We're Alone Now,Tommy James and the Shondells,1967, U.S.,US
13,Respect,Aretha Franklin,1967, U.S.,US
14,I Was Made to Love Her,Stevie Wonder,1967, U.S.,US
15,Come Back When You Grow Up,Bobby Vee,1967, U.S.,US
16,Kind of a Drag,The Buckinghams,1967, United States,US
17,Sweet Soul Music,Arthur Conley,1967,United States,US
18,Expressway to Your Heart,The Soul Survivors,1967, United States,US
